0.0, 4, White, Entry
1.46396831208601, 4, White, Entry
1.46396831208601, 4, White, Exit
1.46396831208601, 2, White, Entry
1.4969876510335185, 2, White, Exit
1.4969876510335185, 4, White, Entry
1.4969876510335185, 4, White, Exit
1.4969876510335185, 2, White, Entry
1.5309722730752586, 2, White, Exit
1.5309722730752586, 4, White, Entry
1.5309722730752586, 4, White, Exit
1.5309722730752586, 2, White, Entry
1.5639916120227673, 2, White, Exit
1.5639916120227673, 4, White, Entry
1.5639916120227673, 4, White, Exit
1.5639916120227673, 2, White, Entry
1.5969776653463368, 2, White, Exit
1.5969776653463368, 4, White, Entry
1.5969776653463368, 4, White, Exit
1.5969776653463368, 2, White, Entry
1.6299970042938454, 2, White, Exit
1.6299970042938454, 4, White, Entry
1.6299970042938454, 4, White, Exit
1.6299970042938454, 2, White, Entry
1.6639816263355856, 2, White, Exit
1.6639816263355856, 4, White, Entry
1.6639816263355856, 4, White, Exit
1.6639816263355856, 2, White, Entry
1.696967679659155, 2, White, Exit
1.696967679659155, 4, White, Entry
1.696967679659155, 4, White, Exit
1.696967679659155, 2, White, Entry
1.7299870186066637, 2, White, Exit
1.7299870186066637, 4, White, Entry
1.7299870186066637, 4, White, Exit
1.7299870186066637, 2, White, Entry
1.7639716406484038, 2, White, Exit
1.7639716406484038, 4, White, Entry
1.7639716406484038, 4, White, Exit
1.7639716406484038, 2, White, Entry
1.7969909795959123, 2, White, Exit
1.7969909795959123, 4, White, Entry
1.7969909795959123, 4, White, Exit
1.7969909795959123, 2, White, Entry
1.829977032919482, 2, White, Exit
1.829977032919482, 4, White, Entry
1.829977032919482, 4, White, Exit
1.829977032919482, 2, White, Entry
1.863994940585161, 2, White, Exit
1.863994940585161, 4, White, Entry
1.863994940585161, 4, White, Exit
1.863994940585161, 2, White, Entry
1.8969809939087305, 2, White, Exit
1.8969809939087305, 4, White, Entry
1.8969809939087305, 4, White, Exit
1.8969809939087305, 2, White, Entry
1.9299670472323003, 2, White, Exit
1.9299670472323003, 4, White, Entry
1.9299670472323003, 4, White, Exit
1.9299670472323003, 2, White, Entry
1.9629863861798087, 2, White, Exit
1.9629863861798087, 4, White, Entry
1.9629863861798087, 4, White, Exit
1.9629863861798087, 2, White, Entry
1.9969710082215488, 4, Yellow, Entry
1.9969710082215488, 2, White, Exit
1.9969710082215488, 4, White, Entry
1.9969710082215488, 4, White, Exit
1.9969710082215488, 2, White, Entry
2.0299903471690577, 2, White, Exit
2.0299903471690577, 4, White, Entry
2.0299903471690577, 4, White, Exit
2.0299903471690577, 2, White, Entry
2.062976400492627, 2, White, Exit
2.062976400492627, 4, White, Entry
2.062976400492627, 4, White, Exit
2.062976400492627, 2, White, Entry
2.0959957394401356, 2, Red, Exit
2.0959957394401356, 4, Red, Entry
2.0959957394401356, 2, White, Exit
2.0959957394401356, 4, White, Entry
2.0959957394401356, 4, White, Exit
2.0959957394401356, 2, White, Entry
2.1299803614818758, 2, White, Exit
2.1299803614818758, 4, White, Entry
2.1299803614818758, 4, White, Exit
2.1299803614818758, 2, White, Entry
2.1629997004293844, 2, White, Exit
2.1629997004293844, 4, White, Entry
2.1629997004293844, 4, White, Exit
2.1629997004293844, 2, White, Entry
2.1959857537529537, 2, White, Exit
2.1959857537529537, 4, White, Entry
2.1959857537529537, 4, White, Exit
2.1959857537529537, 2, White, Entry
2.2299703757946943, 2, White, Exit
2.2299703757946943, 4, White, Entry
2.2299703757946943, 4, White, Exit
2.2299703757946943, 2, White, Entry
2.2629897147422025, 2, White, Exit
2.2629897147422025, 4, White, Entry
2.2629897147422025, 4, White, Exit
2.2629897147422025, 2, White, Entry
2.295975768065772, 2, White, Exit
2.295975768065772, 4, White, Entry
2.295975768065772, 4, White, Exit
2.295975768065772, 2, White, Entry
2.328995107013281, 2, White, Exit
2.328995107013281, 4, White, Entry
2.328995107013281, 4, White, Exit
2.328995107013281, 2, White, Entry
2.362979729055021, 2, White, Exit
2.362979729055021, 4, White, Entry
2.362979729055021, 4, White, Exit
2.362979729055021, 2, White, Entry
2.3959990680025296, 2, White, Exit
2.3959990680025296, 4, White, Entry
2.3959990680025296, 4, White, Exit
2.3959990680025296, 2, White, Entry
2.428985121326099, 2, White, Exit
2.428985121326099, 4, White, Entry
2.428985121326099, 4, White, Exit
2.428985121326099, 2, White, Entry
2.462969743367839, 2, White, Exit
2.462969743367839, 4, White, Entry
2.462969743367839, 4, White, Exit
2.462969743367839, 2, White, Entry
2.4959890823153477, 2, White, Exit
2.4959890823153477, 4, White, Entry
2.4959890823153477, 4, White, Exit
2.4959890823153477, 2, White, Entry
2.5289751356389174, 2, White, Exit
2.5289751356389174, 4, White, Entry
2.5289751356389174, 4, White, Exit
2.5289751356389174, 2, White, Entry
2.5629930433045964, 2, White, Exit
2.5629930433045964, 4, White, Entry
2.5629930433045964, 4, White, Exit
2.5629930433045964, 2, White, Entry
2.595979096628166, 2, White, Exit
2.595979096628166, 4, White, Entry
2.595979096628166, 4, White, Exit
2.595979096628166, 2, White, Entry
2.628998435575675, 2, White, Exit
2.628998435575675, 4, White, Entry
2.628998435575675, 4, White, Exit
2.628998435575675, 2, White, Entry
2.661984488899244, 4, Yellow, Exit
2.661984488899244, 2, Yellow, Entry
2.661984488899244, 2, White, Exit
2.661984488899244, 4, White, Entry
2.661984488899244, 4, White, Exit
2.661984488899244, 2, White, Entry
2.6959691109409842, 2, White, Exit
2.6959691109409842, 4, White, Entry
2.6959691109409842, 4, White, Exit
2.6959691109409842, 2, White, Entry
2.728988449888493, 2, White, Exit
2.728988449888493, 4, White, Entry
2.728988449888493, 4, White, Exit
2.728988449888493, 2, White, Entry
2.7619745032120626, 2, White, Exit
2.7619745032120626, 4, White, Entry
2.7619745032120626, 4, White, Exit
2.7619745032120626, 2, White, Entry
2.7619745032120626, 2, White, Exit
2.7619745032120626, 1, White, Entry
2.7959924108777416, 1, White, Exit
2.7959924108777416, 4, White, Entry
2.7959924108777416, 4, White, Exit
2.7959924108777416, 3, White, Entry
2.7959924108777416, 3, White, Exit
2.7959924108777416, 4, White, Entry
2.7959924108777416, 4, White, Exit
2.7959924108777416, 2, White, Entry
2.7959924108777416, 2, White, Exit
2.7959924108777416, 1, White, Entry
2.8289784642013114, 4, Red, Exit
2.8289784642013114, 2, Red, Entry
2.8289784642013114, 1, White, Exit
2.8289784642013114, 4, White, Entry
2.8289784642013114, 4, White, Exit
2.8289784642013114, 3, White, Entry
2.8289784642013114, 3, White, Exit
2.8289784642013114, 4, White, Entry
2.8289784642013114, 4, White, Exit
2.8289784642013114, 3, White, Entry
2.8289784642013114, 3, White, Exit
2.8289784642013114, 2, White, Entry
2.8289784642013114, 2, White, Exit
2.8289784642013114, 1, White, Entry
2.8619978031488196, 1, White, Exit
2.8619978031488196, 4, White, Entry
2.8619978031488196, 4, White, Exit
2.8619978031488196, 3, White, Entry
2.8619978031488196, 3, White, Exit
2.8619978031488196, 2, White, Entry
2.8619978031488196, 2, White, Exit
2.8619978031488196, 1, White, Entry
2.8949838564723893, 1, White, Exit
2.8949838564723893, 3, White, Entry
2.8949838564723893, 3, White, Exit
2.8949838564723893, 4, White, Entry
2.8949838564723893, 4, White, Exit
2.8949838564723893, 3, White, Entry
2.8949838564723893, 3, White, Exit
2.8949838564723893, 4, White, Entry
2.8949838564723893, 4, White, Exit
2.8949838564723893, 3, White, Entry
2.8949838564723893, 3, White, Exit
2.8949838564723893, 2, White, Entry
2.8949838564723893, 2, White, Exit
2.8949838564723893, 1, White, Entry
2.9289684785141294, 1, White, Exit
2.9289684785141294, 3, White, Entry
2.9289684785141294, 3, White, Exit
2.9289684785141294, 4, White, Entry
2.9289684785141294, 4, White, Exit
2.9289684785141294, 3, White, Entry
2.9289684785141294, 3, White, Exit
2.9289684785141294, 4, White, Entry
2.9289684785141294, 4, White, Exit
2.9289684785141294, 3, White, Entry
2.9289684785141294, 3, White, Exit
2.9289684785141294, 2, White, Entry
2.9289684785141294, 2, White, Exit
2.9289684785141294, 1, White, Entry
2.9619878174616376, 1, White, Exit
2.9619878174616376, 3, White, Entry
2.9619878174616376, 3, White, Exit
2.9619878174616376, 4, White, Entry
2.9619878174616376, 4, White, Exit
2.9619878174616376, 3, White, Entry
2.9619878174616376, 3, White, Exit
2.9619878174616376, 4, White, Entry
2.9619878174616376, 4, White, Exit
2.9619878174616376, 3, White, Entry
2.9619878174616376, 3, White, Exit
2.9619878174616376, 2, White, Entry
2.9619878174616376, 2, White, Exit
2.9619878174616376, 1, White, Entry
2.9949738707852074, 1, White, Exit
2.9949738707852074, 3, White, Entry
2.9949738707852074, 3, White, Exit
2.9949738707852074, 4, White, Entry
2.9949738707852074, 4, White, Exit
2.9949738707852074, 3, White, Entry
2.9949738707852074, 3, White, Exit
2.9949738707852074, 4, White, Entry
2.9949738707852074, 4, White, Exit
2.9949738707852074, 3, White, Entry
2.9949738707852074, 3, White, Exit
2.9949738707852074, 2, White, Entry
2.9949738707852074, 2, White, Exit
2.9949738707852074, 1, White, Entry
3.027993209732716, 1, White, Exit
3.027993209732716, 4, White, Entry
3.027993209732716, 4, White, Exit
3.027993209732716, 3, White, Entry
3.027993209732716, 3, White, Exit
3.027993209732716, 4, White, Entry
3.027993209732716, 4, White, Exit
3.027993209732716, 2, White, Entry
3.027993209732716, 2, White, Exit
3.027993209732716, 1, White, Entry
3.061977831774456, 1, White, Exit
3.061977831774456, 3, White, Entry
3.061977831774456, 3, White, Exit
3.061977831774456, 4, White, Entry
3.061977831774456, 4, White, Exit
3.061977831774456, 2, White, Entry
3.061977831774456, 2, White, Exit
3.061977831774456, 1, White, Entry
3.061977831774456, 1, White, Exit
3.061977831774456, 3, White, Entry
3.094997170721965, 2, Red, Exit
3.094997170721965, 4, Red, Entry
3.094997170721965, 3, White, Exit
3.094997170721965, 4, White, Entry
3.094997170721965, 4, White, Exit
3.094997170721965, 2, White, Entry
3.094997170721965, 2, White, Exit
3.094997170721965, 1, White, Entry
3.094997170721965, 1, White, Exit
3.094997170721965, 3, White, Entry
3.1279832240455345, 3, White, Exit
3.1279832240455345, 4, White, Entry
3.1279832240455345, 4, White, Exit
3.1279832240455345, 3, White, Entry
3.1279832240455345, 3, White, Exit
3.1279832240455345, 4, White, Entry
3.1279832240455345, 4, White, Exit
3.1279832240455345, 2, White, Entry
3.1279832240455345, 2, White, Exit
3.1279832240455345, 1, White, Entry
3.1619678460872747, 1, White, Exit
3.1619678460872747, 4, White, Entry
3.1619678460872747, 4, White, Exit
3.1619678460872747, 3, White, Entry
3.1619678460872747, 3, White, Exit
3.1619678460872747, 4, White, Entry
3.1619678460872747, 4, White, Exit
3.1619678460872747, 3, White, Entry
3.1619678460872747, 3, White, Exit
3.1619678460872747, 2, White, Entry
3.1619678460872747, 2, White, Exit
3.1619678460872747, 1, White, Entry
3.1949871850347833, 1, White, Exit
3.1949871850347833, 4, White, Entry
3.1949871850347833, 4, White, Exit
3.1949871850347833, 2, White, Entry
3.1949871850347833, 2, White, Exit
3.1949871850347833, 1, White, Entry
3.1949871850347833, 1, White, Exit
3.1949871850347833, 2, White, Entry
3.1949871850347833, 2, White, Exit
3.1949871850347833, 1, White, Entry
3.2279732383583526, 1, White, Exit
3.2279732383583526, 4, White, Entry
3.2279732383583526, 4, White, Exit
3.2279732383583526, 2, White, Entry
3.2279732383583526, 2, White, Exit
3.2279732383583526, 1, White, Entry
3.2279732383583526, 1, White, Exit
3.2279732383583526, 2, White, Entry
3.2279732383583526, 2, White, Exit
3.2279732383583526, 1, White, Entry
3.2609925773058612, 1, White, Exit
3.2609925773058612, 4, White, Entry
3.2609925773058612, 4, White, Exit
3.2609925773058612, 2, White, Entry
3.2609925773058612, 2, White, Exit
3.2609925773058612, 1, White, Entry
3.2949771993476014, 1, White, Exit
3.2949771993476014, 4, White, Entry
3.2949771993476014, 4, White, Exit
3.2949771993476014, 2, White, Entry
3.2949771993476014, 2, White, Exit
3.2949771993476014, 1, White, Entry
3.32799653829511, 1, White, Exit
3.32799653829511, 4, White, Entry
3.32799653829511, 4, White, Exit
3.32799653829511, 2, White, Entry
3.32799653829511, 2, White, Exit
3.32799653829511, 1, White, Entry
3.3609825916186797, 1, White, Exit
3.3609825916186797, 4, White, Entry
3.3609825916186797, 4, White, Exit
3.3609825916186797, 2, White, Entry
3.3609825916186797, 2, White, Exit
3.3609825916186797, 1, White, Entry
3.39496721366042, 1, White, Exit
3.39496721366042, 4, White, Entry
3.39496721366042, 4, White, Exit
3.39496721366042, 2, White, Entry
3.39496721366042, 2, White, Exit
3.39496721366042, 1, White, Entry
3.4279865526079285, 1, White, Exit
3.4279865526079285, 4, White, Entry
3.4279865526079285, 4, White, Exit
3.4279865526079285, 2, White, Entry
3.4279865526079285, 2, White, Exit
3.4279865526079285, 1, White, Entry
3.460972605931498, 1, White, Exit
3.460972605931498, 4, White, Entry
3.460972605931498, 4, White, Exit
3.460972605931498, 2, White, Entry
3.460972605931498, 2, White, Exit
3.460972605931498, 1, White, Entry
3.4939919448790064, 1, White, Exit
3.4939919448790064, 4, White, Entry
3.4939919448790064, 4, White, Exit
3.4939919448790064, 2, White, Entry
3.4939919448790064, 2, White, Exit
3.4939919448790064, 1, White, Entry
3.5279765669207466, 1, White, Exit
3.5279765669207466, 4, White, Entry
3.5279765669207466, 4, White, Exit
3.5279765669207466, 2, White, Entry
3.5279765669207466, 2, White, Exit
3.5279765669207466, 1, White, Entry
3.560995905868255, 1, White, Exit
3.560995905868255, 4, White, Entry
3.560995905868255, 4, White, Exit
3.560995905868255, 2, White, Entry
3.560995905868255, 2, White, Exit
3.560995905868255, 1, White, Entry
3.5939819591918245, 1, White, Exit
3.5939819591918245, 4, White, Entry
3.5939819591918245, 4, White, Exit
3.5939819591918245, 2, White, Entry
3.5939819591918245, 2, White, Exit
3.5939819591918245, 1, White, Entry
3.627999866857504, 1, White, Exit
3.627999866857504, 4, White, Entry
3.627999866857504, 4, White, Exit
3.627999866857504, 2, White, Entry
3.627999866857504, 2, White, Exit
3.627999866857504, 1, White, Entry
3.6609859201810733, 1, White, Exit
3.6609859201810733, 4, White, Entry
3.6609859201810733, 4, White, Exit
3.6609859201810733, 2, White, Entry
3.6609859201810733, 2, White, Exit
3.6609859201810733, 1, White, Entry
3.693971973504643, 1, White, Exit
3.693971973504643, 4, White, Entry
3.693971973504643, 4, White, Exit
3.693971973504643, 2, White, Entry
3.693971973504643, 2, White, Exit
3.693971973504643, 1, White, Entry
3.7269913124521517, 1, White, Exit
3.7269913124521517, 4, White, Entry
3.7269913124521517, 4, White, Exit
3.7269913124521517, 2, White, Entry
3.7269913124521517, 2, White, Exit
3.7269913124521517, 1, White, Entry
3.760975934493892, 1, White, Exit
3.760975934493892, 4, White, Entry
3.760975934493892, 4, White, Exit
3.760975934493892, 2, White, Entry
3.760975934493892, 2, White, Exit
3.760975934493892, 1, White, Entry
3.7939952734414004, 1, White, Exit
3.7939952734414004, 4, White, Entry
3.7939952734414004, 4, White, Exit
3.7939952734414004, 2, White, Entry
3.7939952734414004, 2, White, Exit
3.7939952734414004, 1, White, Entry
3.8269813267649697, 1, White, Exit
3.8269813267649697, 4, White, Entry
3.8269813267649697, 4, White, Exit
3.8269813267649697, 2, White, Entry
3.8269813267649697, 2, White, Exit
3.8269813267649697, 1, White, Entry
3.8599673800885395, 1, White, Exit
3.8599673800885395, 4, White, Entry
3.8599673800885395, 4, White, Exit
3.8599673800885395, 2, White, Entry
3.8599673800885395, 2, White, Exit
3.8599673800885395, 1, White, Entry
3.8939852877542185, 1, White, Exit
3.8939852877542185, 4, White, Entry
3.8939852877542185, 4, White, Exit
3.8939852877542185, 2, White, Entry
3.8939852877542185, 2, White, Exit
3.8939852877542185, 1, White, Entry
3.9269713410777882, 1, White, Exit
3.9269713410777882, 4, White, Entry
3.9269713410777882, 4, White, Exit
3.9269713410777882, 2, White, Entry
3.9269713410777882, 2, White, Exit
3.9269713410777882, 1, White, Entry
3.959990680025297, 1, White, Exit
3.959990680025297, 4, White, Entry
3.959990680025297, 4, White, Exit
3.959990680025297, 2, White, Entry
3.959990680025297, 2, White, Exit
3.959990680025297, 1, White, Entry
3.993975302067037, 1, White, Exit
3.993975302067037, 4, White, Entry
3.993975302067037, 4, White, Exit
3.993975302067037, 2, White, Entry
3.993975302067037, 2, White, Exit
3.993975302067037, 1, White, Entry
4.026994641014546, 1, White, Exit
4.026994641014546, 4, White, Entry
4.026994641014546, 4, White, Exit
4.026994641014546, 2, White, Entry
4.026994641014546, 2, White, Exit
4.026994641014546, 1, White, Entry
4.059980694338115, 1, White, Exit
4.059980694338115, 4, White, Entry
4.059980694338115, 4, White, Exit
4.059980694338115, 2, White, Entry
4.059980694338115, 2, White, Exit
4.059980694338115, 1, White, Entry
4.093998602003794, 1, White, Exit
4.093998602003794, 4, White, Entry
4.093998602003794, 4, White, Exit
4.093998602003794, 2, White, Entry
4.093998602003794, 2, White, Exit
4.093998602003794, 1, White, Entry
4.126984655327364, 1, White, Exit
4.126984655327364, 4, White, Entry
4.126984655327364, 4, White, Exit
4.126984655327364, 2, White, Entry
4.126984655327364, 2, White, Exit
4.126984655327364, 1, White, Entry
4.159970708650933, 1, White, Exit
4.159970708650933, 4, White, Entry
4.159970708650933, 4, White, Exit
4.159970708650933, 2, White, Entry
4.159970708650933, 2, White, Exit
4.159970708650933, 1, White, Entry
4.192990047598442, 1, White, Exit
4.192990047598442, 4, White, Entry
4.192990047598442, 4, White, Exit
4.192990047598442, 2, White, Entry
4.192990047598442, 2, White, Exit
4.192990047598442, 1, White, Entry
4.226974669640182, 1, White, Exit
4.226974669640182, 4, White, Entry
4.226974669640182, 4, White, Exit
4.226974669640182, 2, White, Entry
4.226974669640182, 2, White, Exit
4.226974669640182, 1, White, Entry
4.25999400858769, 1, White, Exit
4.25999400858769, 4, White, Entry
4.25999400858769, 4, White, Exit
4.25999400858769, 2, White, Entry
4.25999400858769, 2, White, Exit
4.25999400858769, 1, White, Entry
4.29298006191126, 1, White, Exit
4.29298006191126, 4, White, Entry
4.29298006191126, 4, White, Exit
4.29298006191126, 2, White, Entry
4.29298006191126, 2, White, Exit
4.29298006191126, 1, White, Entry
4.326997969576939, 1, White, Exit
4.326997969576939, 4, White, Entry
4.326997969576939, 4, White, Exit
4.326997969576939, 2, White, Entry
4.326997969576939, 2, White, Exit
4.326997969576939, 1, White, Entry
4.359984022900509, 1, White, Exit
4.359984022900509, 4, White, Entry
4.359984022900509, 4, White, Exit
4.359984022900509, 2, White, Entry
4.359984022900509, 2, White, Exit
4.359984022900509, 1, White, Entry
4.3929700762240795, 1, White, Exit
4.3929700762240795, 4, White, Entry
4.3929700762240795, 4, White, Exit
4.3929700762240795, 2, White, Entry
4.3929700762240795, 2, White, Exit
4.3929700762240795, 1, White, Entry
4.425989415171587, 1, White, Exit
4.425989415171587, 4, White, Entry
4.425989415171587, 4, White, Exit
4.425989415171587, 2, White, Entry
4.425989415171587, 2, White, Exit
4.425989415171587, 1, White, Entry
4.459974037213327, 1, White, Exit
4.459974037213327, 4, White, Entry
4.459974037213327, 4, White, Exit
4.459974037213327, 2, White, Entry
4.459974037213327, 2, White, Exit
4.459974037213327, 1, White, Entry
4.492993376160836, 1, White, Exit
4.492993376160836, 4, White, Entry
4.492993376160836, 4, White, Exit
4.492993376160836, 2, White, Entry
4.492993376160836, 2, White, Exit
4.492993376160836, 1, White, Entry
4.525979429484405, 1, White, Exit
4.525979429484405, 4, White, Entry
4.525979429484405, 4, White, Exit
4.525979429484405, 2, White, Entry
4.525979429484405, 2, White, Exit
4.525979429484405, 1, White, Entry
4.5589987684319135, 1, White, Exit
4.5589987684319135, 4, White, Entry
4.5589987684319135, 4, White, Exit
4.5589987684319135, 3, White, Entry
4.5589987684319135, 3, White, Exit
4.5589987684319135, 4, White, Entry
4.5589987684319135, 4, White, Exit
4.5589987684319135, 2, White, Entry
4.5589987684319135, 2, White, Exit
4.5589987684319135, 1, White, Entry
4.592983390473654, 1, White, Exit
4.592983390473654, 4, White, Entry
4.592983390473654, 4, White, Exit
4.592983390473654, 2, White, Entry
4.592983390473654, 2, White, Exit
4.592983390473654, 1, White, Entry
4.625969443797223, 1, White, Exit
4.625969443797223, 4, White, Entry
4.625969443797223, 4, White, Exit
4.625969443797223, 2, White, Entry
4.625969443797223, 2, White, Exit
4.625969443797223, 1, White, Entry
4.658988782744732, 1, White, Exit
4.658988782744732, 4, White, Entry
4.658988782744732, 4, White, Exit
4.658988782744732, 2, White, Entry
4.658988782744732, 2, White, Exit
4.658988782744732, 1, White, Entry
4.692973404786472, 1, White, Exit
4.692973404786472, 4, White, Entry
4.692973404786472, 4, White, Exit
4.692973404786472, 2, White, Entry
4.692973404786472, 2, White, Exit
4.692973404786472, 1, White, Entry
4.725992743733981, 1, White, Exit
4.725992743733981, 4, White, Entry
4.725992743733981, 4, White, Exit
4.725992743733981, 2, White, Entry
4.725992743733981, 2, White, Exit
4.725992743733981, 1, White, Entry
4.758978797057551, 1, White, Exit
4.758978797057551, 4, White, Entry
4.758978797057551, 4, White, Exit
4.758978797057551, 2, White, Entry
4.758978797057551, 2, White, Exit
4.758978797057551, 1, White, Entry
4.791998136005059, 1, White, Exit
4.791998136005059, 4, White, Entry
4.791998136005059, 4, White, Exit
4.791998136005059, 2, White, Entry
4.791998136005059, 2, White, Exit
4.791998136005059, 1, White, Entry
4.825982758046799, 1, White, Exit
